Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
FR,,All sizes,128241693.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,
GR,2010.0,All sizes,561496.0,units,24  Production of pig iron or steel,24,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,5.0
GR,2013.0,All sizes,122849.0,units,24  Production of pig iron or steel,24,Greece,4. Total surrendered units,all entities,5.0
GR,2013.0,All sizes,761056.0,units,25 Production or processing of ferrous metals,25,Greece,1.1 Freely allocated allowances,all entities,2.0
GR,2013.0,All sizes,778827.0,units,25 Production or processing of ferrous metals,25,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,2.0
FI,2024.0,All sizes,5610.0,units,23 Metal ore roasting or sintering,23,Finland,4. Total surrendered units,all entities,1.0
FI,2024.0,All sizes,42767.0,units,28 Production or processing of non-ferrous metals,28,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2024.0,All sizes,58735.0,units,25 Production or processing of ferrous metals,25,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
FI,2024.0,All sizes,69582.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2. Verified emissions,all entities,1.0
FI,2024.0,All sizes,69582.0,units,25 Production or processing of ferrous metals,25,Finland,4. Total surrendered units,all entities,1.0
FI,2024.0,All sizes,85203.0,units,28 Production or processing of non-ferrous metals,28,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
FI,2025.0,All sizes,48462.0,units,23 Metal ore roasting or sintering,23,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FR,2020.0,All sizes,737341.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2.1 EU-ETS Verified Emission,all entities,12.0
FR,2020.0,All sizes,891676.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,12.0
FR,2020.0,All sizes,926181.0,units,28 Production or processing of non-ferrous metals,28,France,1.1 Freely allocated allowances,all entities,12.0
FR,2020.0,All sizes,15781803.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,23.0
FR,2021.0,All sizes,602159.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,18.0
FR,2021.0,All sizes,911651.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2.1 EU-ETS Verified Emission,all entities,12.0
FR,2009.0,All sizes,25276952.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,20.0
FR,2011.0,All sizes,274534.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,7.0
FR,2011.0,All sizes,417915.0,units,25 Production or processing of ferrous metals,25,France,1.1 Freely allocated allowances,all entities,7.0
FR,2012.0,All sizes,18124.0,units,24  Production of pig iron or steel,24,France,4.3 Surrendered emission reduction units (ERUs),all entities,20.0
GB,2016.0,All sizes,410069.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,16.0
GB,2016.0,All sizes,496055.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,16.0
FR,,All sizes,7727496.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FR,,All sizes,3253579.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2.1 EU-ETS Verified Emission,all entities,
FR,,All sizes,3936479.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
GR,2014.0,All sizes,116192.0,units,24  Production of pig iron or steel,24,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,5.0
GR,2015.0,All sizes,734462.0,units,25 Production or processing of ferrous metals,25,Greece,1. Total allocated allowances (EUA or EUAA),all entities,2.0
GR,2015.0,All sizes,836501.0,units,25 Production or processing of ferrous metals,25,Greece,4. Total surrendered units,all entities,2.0
GR,2016.0,All sizes,821343.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Greece,2. Verified emissions,all entities,2.0
GR,2016.0,All sizes,821343.0,units,25 Production or processing of ferrous metals,25,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,2.0
FR,2012.0,All sizes,288464.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,7.0
FR,2012.0,All sizes,297593.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2. Verified emissions,all entities,7.0
FR,2012.0,All sizes,417915.0,units,25 Production or processing of ferrous metals,25,France,1.1 Freely allocated allowances,all entities,7.0
FR,2012.0,All sizes,19803140.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2. Verified emissions,all entities,20.0
FR,2013.0,All sizes,39291.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,12.0
FR,2013.0,All sizes,925658.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,18.0
FR,2021.0,All sizes,16635110.0,units,24  Production of pig iron or steel,24,France,1. Total allocated allowances (EUA or EUAA),all entities,21.0
FR,2021.0,All sizes,16635110.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,21.0
FR,2022.0,All sizes,765925.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2. Verified emissions,all entities,18.0
FR,2023.0,All sizes,746587.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,12.0
FR,2023.0,All sizes,15706374.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,21.0
GB,2017.0,All sizes,462125.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,16.0
GB,2017.0,All sizes,4955613.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
GB,2017.0,All sizes,6645631.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,5.0
GB,2017.0,All sizes,6707214.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,5.0
GB,2017.0,All sizes,6707214.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,5.0
FI,,All sizes,33946.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2.1 EU-ETS Verified Emission,all entities,
FI,,All sizes,25987063.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Finland,2.1 EU-ETS Verified Emission,all entities,
FI,,All sizes,34003705.0,units,24  Production of pig iron or steel,24,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FI,,All sizes,65291.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Finland,2. Verified emissions,all entities,
FI,,All sizes,470394.0,units,23 Metal ore roasting or sintering,23,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FI,,All sizes,625938.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2.1 EU-ETS Verified Emission,all entities,
FI,,All sizes,674223.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2. Verified emissions,all entities,
FR,,All sizes,51620781.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2. Verified emissions,all entities,
FR,,All sizes,72127514.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
GB,2005.0,All sizes,6662040.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,8.0
GB,2006.0,All sizes,6662040.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,8.0
GR,2017.0,All sizes,20171.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Greece,2.1 EU-ETS Verified Emission,all entities,1.0
GR,2017.0,All sizes,110218.0,units,24  Production of pig iron or steel,24,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,5.0
GR,2017.0,All sizes,707289.0,units,25 Production or processing of ferrous metals,25,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GR,2018.0,All sizes,22174.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Greece,2. Verified emissions,all entities,1.0
GR,2018.0,All sizes,114208.0,units,24  Production of pig iron or steel,24,Greece,4. Total surrendered units,all entities,5.0
GR,2018.0,All sizes,135966.0,units,24  Production of pig iron or steel,24,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,5.0
GR,2018.0,All sizes,758785.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Greece,2.1 EU-ETS Verified Emission,all entities,2.0
GR,2019.0,All sizes,21551.0,units,28 Production or processing of non-ferrous metals,28,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
GR,2019.0,All sizes,107615.0,units,24  Production of pig iron or steel,24,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,5.0
GR,2019.0,All sizes,126987.0,units,24  Production of pig iron or steel,24,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,5.0
FR,2014.0,All sizes,38607.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,12.0
FR,2014.0,All sizes,17563129.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2. Verified emissions,all entities,23.0
FR,2014.0,All sizes,18389463.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,23.0
FR,2015.0,All sizes,893683.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,18.0
FR,2015.0,All sizes,926267.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
FR,2024.0,All sizes,258415.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,12.0
FR,2024.0,All sizes,763972.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,12.0
FR,2024.0,All sizes,12144967.0,units,24  Production of pig iron or steel,24,France,1. Total allocated allowances (EUA or EUAA),all entities,21.0
FR,2025.0,All sizes,12126781.0,units,24  Production of pig iron or steel,24,France,1. Total allocated allowances (EUA or EUAA),all entities,
FR,,All sizes,1105970.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,
FR,,All sizes,80088495.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,
GB,2018.0,All sizes,450317.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4. Total surrendered units,all entities,16.0
GB,2018.0,All sizes,5073764.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2. Verified emissions,all entities,2.0
GB,2018.0,All sizes,5988366.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,5.0
GB,2018.0,All sizes,6529852.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,5.0
GB,2007.0,All sizes,6958120.0,units,22  Production of coke,22,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,2.0
GB,2008.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,4.0
FR,2015.0,All sizes,16643557.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,23.0
FR,2016.0,All sizes,911611.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
FR,2016.0,All sizes,1207126.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,12.0
FR,2016.0,All sizes,15995479.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,23.0
FR,2016.0,All sizes,17659056.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,23.0
GR,2019.0,All sizes,672897.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Greece,2.1 EU-ETS Verified Emission,all entities,2.0
GR,2020.0,All sizes,22329.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Greece,2. Verified emissions,all entities,1.0
GR,2020.0,All sizes,22329.0,units,28 Production or processing of non-ferrous metals,28,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
GR,2020.0,All sizes,665521.0,units,25 Production or processing of ferrous metals,25,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GR,2021.0,All sizes,19299.0,units,28 Production or processing of non-ferrous metals,28,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
GR,2021.0,All sizes,24525.0,units,28 Production or processing of non-ferrous metals,28,Greece,4. Total surrendered units,all entities,1.0
GR,2021.0,All sizes,36109.0,units,24  Production of pig iron or steel,24,Greece,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,5.0
GR,2021.0,All sizes,82782.0,units,24  Production of pig iron or steel,24,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,5.0
FR,,All sizes,276154.0,units,25 Production or processing of ferrous metals,25,France,4.2 Surrendered certified emission reductions (CERs),all entities,
FR,,All sizes,15471669.0,units,24  Production of pig iron or steel,24,France,4.2 Surrendered certified emission reductions (CERs),all entities,
FR,,All sizes,6772401.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,
FR,,All sizes,6772401.0,units,25 Production or processing of ferrous metals,25,France,1.1 Freely allocated allowances,all entities,
FR,,All sizes,8765113.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2.1 EU-ETS Verified Emission,all entities,
