Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
All Countries,2005.0,All sizes,450252.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,12.0
All Countries,2005.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,25.0
All Countries,2005.0,All sizes,159842679.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,212.0
All Countries,2006.0,All sizes,415302.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,12.0
All Countries,2006.0,All sizes,7182027.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,8.0
All Countries,2005.0,All sizes,461761.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,12.0
All Countries,2005.0,All sizes,13541402.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,66.0
All Countries,2005.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,25.0
All Countries,2006.0,All sizes,425470.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,12.0
All Countries,2005.0,All sizes,450252.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,12.0
All Countries,2005.0,All sizes,5936225.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,8.0
All Countries,2005.0,All sizes,13345258.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,25.0
All Countries,2005.0,All sizes,13682446.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,8.0
All Countries,2005.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,25.0
All Countries,2006.0,All sizes,478280.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,12.0
All Countries,2006.0,All sizes,13563991.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,66.0
All Countries,2006.0,All sizes,13754251.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,8.0
All Countries,2005.0,All sizes,461761.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,12.0
All Countries,2005.0,All sizes,5936225.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,8.0
All Countries,2005.0,All sizes,11141772.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,66.0
All Countries,2005.0,All sizes,13682446.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,8.0
All Countries,2005.0,All sizes,133285205.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,212.0
All Countries,2005.0,All sizes,159842679.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,212.0
All Countries,2006.0,All sizes,415302.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,12.0
All Countries,2006.0,All sizes,478280.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,12.0
All Countries,2006.0,All sizes,6927757.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,8.0
All Countries,2006.0,All sizes,7182027.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,8.0
All Countries,2006.0,All sizes,10197630.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,66.0
All Countries,2006.0,All sizes,11970448.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,66.0
All Countries,2006.0,All sizes,13754251.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
All Countries,2006.0,All sizes,15232634.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,26.0
All Countries,2006.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,26.0
All Countries,2005.0,All sizes,13541402.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,66.0
All Countries,2005.0,All sizes,87078712.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,212.0
All Countries,2006.0,All sizes,13754251.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,8.0
All Countries,2005.0,All sizes,434085.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,12.0
All Countries,2005.0,All sizes,461761.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,12.0
All Countries,2005.0,All sizes,13345258.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,25.0
All Countries,2005.0,All sizes,13541402.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,66.0
All Countries,2005.0,All sizes,9365102.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,66.0
All Countries,2005.0,All sizes,133285205.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,212.0
All Countries,2005.0,All sizes,159842679.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,212.0
All Countries,2006.0,All sizes,13563991.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,66.0
All Countries,2005.0,All sizes,5936225.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,8.0
All Countries,2005.0,All sizes,11141772.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,66.0
All Countries,2005.0,All sizes,13241883.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,25.0
All Countries,2005.0,All sizes,13682446.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
All Countries,2006.0,All sizes,478280.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,12.0
All Countries,2006.0,All sizes,10197630.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,66.0
All Countries,2006.0,All sizes,138640100.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,212.0
All Countries,2006.0,All sizes,184651428.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,212.0
All Countries,2006.0,All sizes,15061036.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,26.0
All Countries,2006.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,26.0
All Countries,2007.0,All sizes,13927222.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,12.0
All Countries,2007.0,All sizes,15475813.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,26.0
All Countries,2008.0,All sizes,2480.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
All Countries,2008.0,All sizes,597838.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,18.0
All Countries,2008.0,All sizes,663460.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,18.0
All Countries,2006.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,26.0
All Countries,2006.0,All sizes,138640100.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,212.0
All Countries,2007.0,All sizes,441461.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,19.0
All Countries,2007.0,All sizes,582818.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,19.0
All Countries,2007.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,26.0
All Countries,2008.0,All sizes,201450.0,units,25 Production or processing of ferrous metals,25,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,96.0
All Countries,2006.0,All sizes,13563991.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,66.0
All Countries,2006.0,All sizes,15061036.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,26.0
All Countries,2007.0,All sizes,582818.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,19.0
All Countries,2007.0,All sizes,7453332.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,12.0
All Countries,2007.0,All sizes,10795988.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,78.0
All Countries,2007.0,All sizes,14245616.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,78.0
All Countries,2007.0,All sizes,14245616.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,78.0
All Countries,2007.0,All sizes,149391794.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,234.0
All Countries,2007.0,All sizes,170629951.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,234.0
All Countries,2007.0,All sizes,7707602.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,12.0
All Countries,2007.0,All sizes,13927222.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,12.0
All Countries,2007.0,All sizes,170629951.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,234.0
All Countries,2007.0,All sizes,170629951.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,234.0
All Countries,2008.0,All sizes,3107963.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,9.0
All Countries,2008.0,All sizes,3107963.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,9.0
All Countries,2008.0,All sizes,12187154.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,96.0
All Countries,2006.0,All sizes,159339581.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,212.0
All Countries,2006.0,All sizes,159339581.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,212.0
All Countries,2007.0,All sizes,498176.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,19.0
All Countries,2007.0,All sizes,7453332.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,12.0
All Countries,2007.0,All sizes,10795988.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,78.0
All Countries,2007.0,All sizes,15475813.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,26.0
All Countries,2008.0,All sizes,663460.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,18.0
All Countries,2007.0,All sizes,498176.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,19.0
All Countries,2007.0,All sizes,15475813.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,26.0
All Countries,2007.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,26.0
All Countries,2008.0,All sizes,2946345.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,9.0
All Countries,2007.0,All sizes,582818.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,19.0
All Countries,2007.0,All sizes,10767336.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,78.0
All Countries,2007.0,All sizes,14245616.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,78.0
All Countries,2006.0,All sizes,159339581.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,212.0
All Countries,2007.0,All sizes,13927222.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,12.0
All Countries,2007.0,All sizes,16732033.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,26.0
All Countries,2007.0,All sizes,148918351.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,234.0
All Countries,2007.0,All sizes,148918351.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,234.0
All Countries,2008.0,All sizes,28408.0,units,23 Metal ore roasting or sintering,23,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,9.0
All Countries,2008.0,All sizes,846746.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,18.0
All Countries,2008.0,All sizes,12149853.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,96.0
All Countries,2008.0,All sizes,14796640.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,28.0
All Countries,2008.0,All sizes,14796640.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,28.0
All Countries,2008.0,All sizes,15037679.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,96.0
All Countries,2008.0,All sizes,206626095.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,236.0
All Countries,2009.0,All sizes,242209.0,units,22  Production of coke,22,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,27.0
All Countries,2009.0,All sizes,606623.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,18.0
All Countries,2009.0,All sizes,852983.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,18.0
All Countries,2009.0,All sizes,9402223.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,96.0
All Countries,2008.0,All sizes,3107963.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
All Countries,2008.0,All sizes,14806540.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,28.0
All Countries,2009.0,All sizes,51001.0,units,23 Metal ore roasting or sintering,23,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,9.0
All Countries,2009.0,All sizes,375021.0,units,25 Production or processing of ferrous metals,25,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,96.0
All Countries,2009.0,All sizes,2033889.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,9.0
All Countries,2008.0,All sizes,814822.0,units,22  Production of coke,22,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,28.0
All Countries,2008.0,All sizes,9516997.0,units,24  Production of pig iron or steel,24,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,236.0
All Countries,2008.0,All sizes,15037679.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,96.0
All Countries,2008.0,All sizes,15474916.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,28.0
All Countries,2008.0,All sizes,2946345.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,9.0
All Countries,2008.0,All sizes,12187154.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,96.0
All Countries,2008.0,All sizes,148650577.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,236.0
All Countries,2008.0,All sizes,148650577.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,236.0
All Countries,2008.0,All sizes,206626095.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,236.0
All Countries,2009.0,All sizes,255000.0,units,24  Production of pig iron or steel,24,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,235.0
All Countries,2009.0,All sizes,672245.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,18.0
All Countries,2009.0,All sizes,852983.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,18.0
All Countries,2009.0,All sizes,15381810.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,27.0
All Countries,2010.0,All sizes,146214.0,units,22  Production of coke,22,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,26.0
All Countries,2010.0,All sizes,600712.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,18.0
All Countries,2009.0,All sizes,57500.0,units,22  Production of coke,22,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,27.0
All Countries,2009.0,All sizes,2036940.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,9.0
All Countries,2009.0,All sizes,3178558.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,9.0
All Countries,2009.0,All sizes,10950257.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,27.0
All Countries,2009.0,All sizes,15061650.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,96.0
All Countries,2009.0,All sizes,103515926.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,235.0
All Countries,2009.0,All sizes,206700415.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,235.0
All Countries,2008.0,All sizes,846746.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,18.0
All Countries,2008.0,All sizes,846746.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
All Countries,2008.0,All sizes,2946345.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,9.0
All Countries,2008.0,All sizes,15037679.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,96.0
All Countries,2008.0,All sizes,15474916.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,28.0
All Countries,2008.0,All sizes,206626095.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,236.0
All Countries,2009.0,All sizes,16285.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
All Countries,2009.0,All sizes,15061650.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,96.0
All Countries,2009.0,All sizes,103515926.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,235.0
All Countries,2010.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,18.0
All Countries,2010.0,All sizes,6056849.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,96.0
All Countries,2010.0,All sizes,127378488.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,236.0
All Countries,2010.0,All sizes,127378488.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,236.0
All Countries,2008.0,All sizes,15474916.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,28.0
All Countries,2008.0,All sizes,148672475.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,236.0
All Countries,2009.0,All sizes,606623.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,18.0
All Countries,2009.0,All sizes,2036940.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,9.0
All Countries,2009.0,All sizes,3178558.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
All Countries,2009.0,All sizes,5379821.0,units,24  Production of pig iron or steel,24,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,235.0
All Countries,2009.0,All sizes,15381810.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,27.0
All Countries,2009.0,All sizes,105223385.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,235.0
All Countries,2009.0,All sizes,206700415.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,235.0
All Countries,2009.0,All sizes,10950257.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,27.0
All Countries,2009.0,All sizes,15061650.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,96.0
All Countries,2009.0,All sizes,15381810.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,27.0
All Countries,2010.0,All sizes,15995.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
All Countries,2010.0,All sizes,269226.0,units,23 Metal ore roasting or sintering,23,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,9.0
All Countries,2010.0,All sizes,592073.0,units,25 Production or processing of ferrous metals,25,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,96.0
All Countries,2010.0,All sizes,600712.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,18.0
All Countries,2009.0,All sizes,3178558.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,9.0
All Countries,2009.0,All sizes,9348141.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,96.0
All Countries,2009.0,All sizes,206700415.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,235.0
All Countries,2010.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
All Countries,2010.0,All sizes,866504.0,units,25 Production or processing of ferrous metals,25,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,96.0
All Countries,2010.0,All sizes,2772303.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,9.0
All Countries,2010.0,All sizes,15720156.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,26.0
All Countries,2010.0,All sizes,206871070.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,236.0
All Countries,2011.0,All sizes,3022037.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,9.0
All Countries,2011.0,All sizes,3236385.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,9.0
All Countries,2011.0,All sizes,205399148.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,237.0
All Countries,2012.0,All sizes,566443.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,18.0
All Countries,2012.0,All sizes,1132331.0,units,22  Production of coke,22,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,26.0
All Countries,2010.0,All sizes,3216183.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
All Countries,2010.0,All sizes,7394352.0,units,24  Production of pig iron or steel,24,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,236.0
All Countries,2010.0,All sizes,15041457.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,96.0
All Countries,2010.0,All sizes,15720156.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,26.0
All Countries,2010.0,All sizes,206871070.0,units,24  Production of pig iron or steel,24,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,236.0
All Countries,2010.0,All sizes,206871070.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,236.0
All Countries,2011.0,All sizes,588235.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,18.0
All Countries,2010.0,All sizes,2772303.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,9.0
All Countries,2010.0,All sizes,6061630.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,96.0
All Countries,2010.0,All sizes,13323886.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,26.0
All Countries,2010.0,All sizes,15041457.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,96.0
All Countries,2011.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,18.0
All Countries,2009.0,All sizes,852983.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
All Countries,2009.0,All sizes,9348141.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,96.0
All Countries,2009.0,All sizes,10972253.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,27.0
All Countries,2010.0,All sizes,321400.0,units,22  Production of coke,22,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,26.0
All Countries,2010.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,18.0
